date,day_of_week,is_weekend,department,shift,total_staff,on_duty,on_leave,coverage_rate,overtime_hours
2025-12-27,Saturday,1,Cardiology,afternoon,17,9,0,52.9,2
2025-12-27,Saturday,1,Cardiology,night,17,10,0,58.8,0
2025-12-27,Saturday,1,Orthopedics,morning,29,18,2,62.1,0
2025-12-27,Saturday,1,Orthopedics,afternoon,29,17,2,58.6,0
2025-12-27,Saturday,1,Orthopedics,night,29,18,1,62.1,0
2025-12-27,Saturday,1,Neurology,morning,17,10,2,58.8,0
2025-12-27,Saturday,1,Neurology,afternoon,17,9,0,52.9,4
2025-12-27,Saturday,1,Neurology,night,17,10,1,58.8,0
2025-12-27,Saturday,1,Oncology,morning,23,14,0,60.9,0
2025-12-27,Saturday,1,Oncology,afternoon,23,12,1,52.2,0
2025-12-27,Saturday,1,Oncology,night,23,14,2,60.9,0
2025-12-28,Sunday,1,ICU,morning,21,12,1,57.1,0
2025-12-28,Sunday,1,ICU,afternoon,21,12,2,57.1,0
2025-12-28,Sunday,1,ICU,night,21,12,2,57.1,0
2025-12-28,Sunday,1,General,morning,28,17,1,60.7,0
2025-12-28,Sunday,1,General,afternoon,28,15,1,53.6,0
2025-12-28,Sunday,1,General,night,28,15,0,53.6,2
2025-12-28,Sunday,1,Emergency,morning,25,14,2,56.0,0
2025-12-28,Sunday,1,Emergency,afternoon,25,16,1,64.0,0
2025-12-28,Sunday,1,Emergency,night,25,14,0,56.0,0
2025-12-28,Sunday,1,Pediatrics,morning,25,14,0,56.0,2
2025-12-28,Sunday,1,Pediatrics,afternoon,25,14,0,56.0,0
2025-12-28,Sunday,1,Pediatrics,night,25,15,1,60.0,0
2025-12-28,Sunday,1,Maternity,morning,21,13,2,61.9,0
2025-12-28,Sunday,1,Maternity,afternoon,21,12,1,57.1,0
2025-12-28,Sunday,1,Maternity,night,21,13,2,61.9,0
2025-12-28,Sunday,1,Surgery,morning,25,16,2,64.0,0
2025-12-28,Sunday,1,Surgery,afternoon,25,14,2,56.0,4
2025-12-28,Sunday,1,Surgery,night,25,15,1,60.0,0
2025-12-28,Sunday,1,Cardiology,morning,17,10,0,58.8,0
2025-12-28,Sunday,1,Cardiology,afternoon,17,9,1,52.9,0
2025-12-28,Sunday,1,Cardiology,night,17,9,1,52.9,0
2025-12-28,Sunday,1,Orthopedics,morning,29,16,2,55.2,0
2025-12-28,Sunday,1,Orthopedics,afternoon,29,17,1,58.6,0
2025-12-28,Sunday,1,Orthopedics,night,29,18,1,62.1,0
2025-12-28,Sunday,1,Neurology,morning,17,10,0,58.8,0
2025-12-28,Sunday,1,Neurology,afternoon,17,10,1,58.8,0
2025-12-28,Sunday,1,Neurology,night,17,9,2,52.9,4
2025-12-28,Sunday,1,Oncology,morning,23,14,1,60.9,0
2025-12-28,Sunday,1,Oncology,afternoon,23,12,1,52.2,0
2025-12-28,Sunday,1,Oncology,night,23,13,1,56.5,4
2025-12-29,Monday,0,ICU,morning,21,16,0,76.2,0
2025-12-29,Monday,0,ICU,afternoon,21,16,2,76.2,0
2025-12-29,Monday,0,ICU,night,21,13,0,61.9,0
2025-12-29,Monday,0,General,morning,28,21,2,75.0,0
2025-12-29,Monday,0,General,afternoon,28,21,2,75.0,0
2025-12-29,Monday,0,General,night,28,17,1,60.7,0
2025-12-29,Monday,0,Emergency,morning,25,17,2,68.0,0
2025-12-29,Monday,0,Emergency,afternoon,25,17,1,68.0,0
2025-12-29,Monday,0,Emergency,night,25,14,2,56.0,0
2025-12-29,Monday,0,Pediatrics,morning,25,17,2,68.0,0
2025-12-29,Monday,0,Pediatrics,afternoon,25,18,1,72.0,0
2025-12-29,Monday,0,Pediatrics,night,25,14,2,56.0,0
2025-12-29,Monday,0,Maternity,morning,21,16,2,76.2,0
2025-12-29,Monday,0,Maternity,afternoon,21,15,0,71.4,0
2025-12-29,Monday,0,Maternity,night,21,12,2,57.1,0
2025-12-29,Monday,0,Surgery,morning,25,17,2,68.0,2
2025-12-29,Monday,0,Surgery,afternoon,25,17,2,68.0,0
2025-12-29,Monday,0,Surgery,night,25,14,0,56.0,0
2025-12-29,Monday,0,Cardiology,morning,17,12,2,70.6,0
2025-12-29,Monday,0,Cardiology,afternoon,17,12,0,70.6,0
2025-12-29,Monday,0,Cardiology,night,17,10,0,58.8,0
2025-12-29,Monday,0,Orthopedics,morning,29,22,1,75.9,0
2025-12-29,Monday,0,Orthopedics,afternoon,29,22,0,75.9,0
2025-12-29,Monday,0,Orthopedics,night,29,16,1,55.2,2
2025-12-29,Monday,0,Neurology,morning,17,12,2,70.6,0
2025-12-29,Monday,0,Neurology,afternoon,17,12,0,70.6,0
2025-12-29,Monday,0,Neurology,night,17,9,2,52.9,0
2025-12-29,Monday,0,Oncology,morning,23,17,0,73.9,0
2025-12-29,Monday,0,Oncology,afternoon,23,16,2,69.6,0
2025-12-29,Monday,0,Oncology,night,23,13,1,56.5,4
2025-12-30,Tuesday,0,ICU,morning,21,16,1,76.2,0
2025-12-30,Tuesday,0,ICU,afternoon,21,16,0,76.2,0
2025-12-30,Tuesday,0,ICU,night,21,11,1,52.4,0
2025-12-30,Tuesday,0,General,morning,28,21,0,75.0,0
2025-12-30,Tuesday,0,General,afternoon,28,20,2,71.4,0
2025-12-30,Tuesday,0,General,night,28,15,0,53.6,4
2025-12-30,Tuesday,0,Emergency,morning,25,19,0,76.0,0
2025-12-30,Tuesday,0,Emergency,afternoon,25,18,2,72.0,2
2025-12-30,Tuesday,0,Emergency,night,25,15,0,60.0,0
2025-12-30,Tuesday,0,Pediatrics,morning,25,19,1,76.0,0
2025-12-30,Tuesday,0,Pediatrics,afternoon,25,19,1,76.0,4
2025-12-30,Tuesday,0,Pediatrics,night,25,15,1,60.0,0
2025-12-30,Tuesday,0,Maternity,morning,21,15,2,71.4,2
2025-12-30,Tuesday,0,Maternity,afternoon,21,15,1,71.4,0
2025-12-30,Tuesday,0,Maternity,night,21,12,0,57.1,0
2025-12-30,Tuesday,0,Surgery,morning,25,18,2,72.0,0
2025-12-30,Tuesday,0,Surgery,afternoon,25,19,1,76.0,0
2025-12-30,Tuesday,0,Surgery,night,25,13,2,52.0,0
2025-12-30,Tuesday,0,Cardiology,morning,17,12,2,70.6,0
2025-12-30,Tuesday,0,Cardiology,afternoon,17,11,1,64.7,0
2025-12-30,Tuesday,0,Cardiology,night,17,10,1,58.8,0
2025-12-30,Tuesday,0,Orthopedics,morning,29,21,2,72.4,4
2025-12-30,Tuesday,0,Orthopedics,afternoon,29,22,2,75.9,2
2025-12-30,Tuesday,0,Orthopedics,night,29,18,0,62.1,0
2025-12-30,Tuesday,0,Neurology,morning,17,12,0,70.6,0
2025-12-30,Tuesday,0,Neurology,afternoon,17,11,1,64.7,0
2025-12-30,Tuesday,0,Neurology,night,17,10,0,58.8,0
2025-12-30,Tuesday,0,Oncology,morning,23,15,2,65.2,4
2025-12-30,Tuesday,0,Oncology,afternoon,23,17,0,73.9,0
2025-12-30,Tuesday,0,Oncology,night,23,13,0,56.5,0
2025-12-31,Wednesday,0,ICU,morning,21,16,0,76.2,2
2025-12-31,Wednesday,0,ICU,afternoon,21,16,1,76.2,0
2025-12-31,Wednesday,0,ICU,night,21,13,0,61.9,0
2025-12-31,Wednesday,0,General,morning,28,20,0,71.4,0
2025-12-31,Wednesday,0,General,afternoon,28,21,2,75.0,0
2025-12-31,Wednesday,0,General,night,28,17,0,60.7,0
2025-12-31,Wednesday,0,Emergency,morning,25,19,1,76.0,0
2025-12-31,Wednesday,0,Emergency,afternoon,25,19,1,76.0,0
2025-12-31,Wednesday,0,Emergency,night,25,15,0,60.0,0
2025-12-31,Wednesday,0,Pediatrics,morning,25,18,0,72.0,0
2025-12-31,Wednesday,0,Pediatrics,afternoon,25,19,0,76.0,2
2025-12-31,Wednesday,0,Pediatrics,night,25,14,1,56.0,0
2025-12-31,Wednesday,0,Maternity,morning,21,14,2,66.7,0
2025-12-31,Wednesday,0,Maternity,afternoon,21,14,2,66.7,0
2025-12-31,Wednesday,0,Maternity,night,21,13,1,61.9,0
2025-12-31,Wednesday,0,Surgery,morning,25,17,0,68.0,0
2025-12-31,Wednesday,0,Surgery,afternoon,25,17,0,68.0,0
2025-12-31,Wednesday,0,Surgery,night,25,16,1,64.0,0
2025-12-31,Wednesday,0,Cardiology,morning,17,12,1,70.6,0
2025-12-31,Wednesday,0,Cardiology,afternoon,17,13,0,76.5,0
2025-12-31,Wednesday,0,Cardiology,night,17,10,1,58.8,0
2025-12-31,Wednesday,0,Orthopedics,morning,29,20,2,69.0,2
2025-12-31,Wednesday,0,Orthopedics,afternoon,29,19,2,65.5,0
2025-12-31,Wednesday,0,Orthopedics,night,29,16,2,55.2,0
2025-12-31,Wednesday,0,Neurology,morning,17,11,1,64.7,0
2025-12-31,Wednesday,0,Neurology,afternoon,17,12,0,70.6,0
2025-12-31,Wednesday,0,Neurology,night,17,10,2,58.8,0
2025-12-31,Wednesday,0,Oncology,morning,23,16,0,69.6,0
2025-12-31,Wednesday,0,Oncology,afternoon,23,16,0,69.6,2
2025-12-31,Wednesday,0,Oncology,night,23,12,2,52.2,0
2026-01-01,Thursday,0,ICU,morning,21,16,1,76.2,0
2026-01-01,Thursday,0,ICU,afternoon,21,16,1,76.2,0
2026-01-01,Thursday,0,ICU,night,21,13,0,61.9,0
2026-01-01,Thursday,0,General,morning,28,21,0,75.0,0
2026-01-01,Thursday,0,General,afternoon,28,19,1,67.9,0
2026-01-01,Thursday,0,General,night,28,16,1,57.1,0
2026-01-01,Thursday,0,Emergency,morning,25,18,0,72.0,4
2026-01-01,Thursday,0,Emergency,afternoon,25,18,0,72.0,0
2026-01-01,Thursday,0,Emergency,night,25,16,2,64.0,0
2026-01-01,Thursday,0,Pediatrics,morning,25,19,0,76.0,2
2026-01-01,Thursday,0,Pediatrics,afternoon,25,17,0,68.0,4
2026-01-01,Thursday,0,Pediatrics,night,25,15,2,60.0,0
2026-01-01,Thursday,0,Maternity,morning,21,14,1,66.7,0
2026-01-01,Thursday,0,Maternity,afternoon,21,16,2,76.2,0
2026-01-01,Thursday,0,Maternity,night,21,13,2,61.9,0
2026-01-01,Thursday,0,Surgery,morning,25,17,2,68.0,0
2026-01-01,Thursday,0,Surgery,afternoon,25,18,2,72.0,0
2026-01-01,Thursday,0,Surgery,night,25,14,0,56.0,2
2026-01-01,Thursday,0,Cardiology,morning,17,13,2,76.5,0
2026-01-01,Thursday,0,Cardiology,afternoon,17,11,2,64.7,0
2026-01-01,Thursday,0,Cardiology,night,17,10,0,58.8,0
2026-01-01,Thursday,0,Orthopedics,morning,29,22,0,75.9,0
2026-01-01,Thursday,0,Orthopedics,afternoon,29,23,2,79.3,0
2026-01-01,Thursday,0,Orthopedics,night,29,16,2,55.2,2
2026-01-01,Thursday,0,Neurology,morning,17,12,2,70.6,0
2026-01-01,Thursday,0,Neurology,afternoon,17,12,2,70.6,0
2026-01-01,Thursday,0,Neurology,night,17,9,1,52.9,0
2026-01-01,Thursday,0,Oncology,morning,23,17,0,73.9,0
2026-01-01,Thursday,0,Oncology,afternoon,23,16,0,69.6,0
2026-01-01,Thursday,0,Oncology,night,23,14,1,60.9,0
2026-01-02,Friday,0,ICU,morning,21,15,2,71.4,0
2026-01-02,Friday,0,ICU,afternoon,21,14,0,66.7,0
2026-01-02,Friday,0,ICU,night,21,12,2,57.1,0
2026-01-02,Friday,0,General,morning,28,21,0,75.0,0
2026-01-02,Friday,0,General,afternoon,28,21,0,75.0,0
2026-01-02,Friday,0,General,night,28,15,2,53.6,0
2026-01-02,Friday,0,Emergency,morning,25,19,0,76.0,0
2026-01-02,Friday,0,Emergency,afternoon,25,17,2,68.0,0
2026-01-02,Friday,0,Emergency,night,25,15,0,60.0,0
2026-01-02,Friday,0,Pediatrics,morning,25,19,1,76.0,0
2026-01-02,Friday,0,Pediatrics,afternoon,25,18,1,72.0,2
2026-01-02,Friday,0,Pediatrics,night,25,14,0,56.0,0
2026-01-02,Friday,0,Maternity,morning,21,16,1,76.2,0
2026-01-02,Friday,0,Maternity,afternoon,21,16,0,76.2,0
2026-01-02,Friday,0,Maternity,night,21,13,2,61.9,0
2026-01-02,Friday,0,Surgery,morning,25,17,1,68.0,0
2026-01-02,Friday,0,Surgery,afternoon,25,17,1,68.0,4
2026-01-02,Friday,0,Surgery,night,25,14,1,56.0,0
2026-01-02,Friday,0,Cardiology,morning,17,11,0,64.7,0
2026-01-02,Friday,0,Cardiology,afternoon,17,12,1,70.6,0
2026-01-02,Friday,0,Cardiology,night,17,10,0,58.8,0
2026-01-02,Friday,0,Orthopedics,morning,29,21,2,72.4,2
2026-01-02,Friday,0,Orthopedics,afternoon,29,21,2,72.4,0
2026-01-02,Friday,0,Orthopedics,night,29,17,2,58.6,0
2026-01-02,Friday,0,Neurology,morning,17,13,1,76.5,0
2026-01-02,Friday,0,Neurology,afternoon,17,13,2,76.5,4
2026-01-02,Friday,0,Neurology,night,17,9,0,52.9,0
2026-01-02,Friday,0,Oncology,morning,23,17,2,73.9,0
2026-01-02,Friday,0,Oncology,afternoon,23,18,1,78.3,0
2026-01-02,Friday,0,Oncology,night,23,14,1,60.9,0
2026-01-03,Saturday,1,ICU,morning,21,13,0,61.9,0
2026-01-03,Saturday,1,ICU,afternoon,21,12,0,57.1,0
2026-01-03,Saturday,1,ICU,night,21,11,0,52.4,0
2026-01-03,Saturday,1,General,morning,28,16,0,57.1,4
2026-01-03,Saturday,1,General,afternoon,28,18,0,64.3,0
2026-01-03,Saturday,1,General,night,28,15,0,53.6,0
2026-01-03,Saturday,1,Emergency,morning,25,15,1,60.0,2
2026-01-03,Saturday,1,Emergency,afternoon,25,15,0,60.0,0
2026-01-03,Saturday,1,Emergency,night,25,15,1,60.0,0
2026-01-03,Saturday,1,Pediatrics,morning,25,14,2,56.0,0
2026-01-03,Saturday,1,Pediatrics,afternoon,25,16,1,64.0,0
2026-01-03,Saturday,1,Pediatrics,night,25,14,0,56.0,0
2026-01-03,Saturday,1,Maternity,morning,21,12,2,57.1,0
2026-01-03,Saturday,1,Maternity,afternoon,21,13,0,61.9,2
2026-01-03,Saturday,1,Maternity,night,21,13,0,61.9,2
2026-01-03,Saturday,1,Surgery,morning,25,14,0,56.0,0
2026-01-03,Saturday,1,Surgery,afternoon,25,14,1,56.0,0
2026-01-03,Saturday,1,Surgery,night,25,15,2,60.0,0
2026-01-03,Saturday,1,Cardiology,morning,17,10,0,58.8,0
2026-01-03,Saturday,1,Cardiology,afternoon,17,10,2,58.8,0
2026-01-03,Saturday,1,Cardiology,night,17,10,1,58.8,0
2026-01-03,Saturday,1,Orthopedics,morning,29,18,1,62.1,0
2026-01-03,Saturday,1,Orthopedics,afternoon,29,18,2,62.1,0
2026-01-03,Saturday,1,Orthopedics,night,29,16,2,55.2,0
2026-01-03,Saturday,1,Neurology,morning,17,9,2,52.9,0
2026-01-03,Saturday,1,Neurology,afternoon,17,10,1,58.8,0
2026-01-03,Saturday,1,Neurology,night,17,11,0,64.7,0
2026-01-03,Saturday,1,Oncology,morning,23,13,1,56.5,2
2026-01-03,Saturday,1,Oncology,afternoon,23,12,2,52.2,0
2026-01-03,Saturday,1,Oncology,night,23,13,0,56.5,0
2026-01-04,Sunday,1,ICU,morning,21,13,2,61.9,0
2026-01-04,Sunday,1,ICU,afternoon,21,12,1,57.1,0
2026-01-04,Sunday,1,ICU,night,21,12,1,57.1,2
2026-01-04,Sunday,1,General,morning,28,15,1,53.6,0
2026-01-04,Sunday,1,General,afternoon,28,17,0,60.7,0
2026-01-04,Sunday,1,General,night,28,18,0,64.3,0
2026-01-04,Sunday,1,Emergency,morning,25,16,0,64.0,0
2026-01-04,Sunday,1,Emergency,afternoon,25,15,0,60.0,0
2026-01-04,Sunday,1,Emergency,night,25,14,2,56.0,4
2026-01-04,Sunday,1,Pediatrics,morning,25,15,2,60.0,0
2026-01-04,Sunday,1,Pediatrics,afternoon,25,15,0,60.0,0
2026-01-04,Sunday,1,Pediatrics,night,25,15,0,60.0,2
2026-01-04,Sunday,1,Maternity,morning,21,11,1,52.4,0
2026-01-04,Sunday,1,Maternity,afternoon,21,12,0,57.1,0
2026-01-04,Sunday,1,Maternity,night,21,11,2,52.4,0
2026-01-04,Sunday,1,Surgery,morning,25,14,0,56.0,0
2026-01-04,Sunday,1,Surgery,afternoon,25,14,0,56.0,0
2026-01-04,Sunday,1,Surgery,night,25,15,2,60.0,0
2026-01-04,Sunday,1,Cardiology,morning,17,9,2,52.9,0
2026-01-04,Sunday,1,Cardiology,afternoon,17,9,0,52.9,0
2026-01-04,Sunday,1,Cardiology,night,17,9,2,52.9,0
2026-01-04,Sunday,1,Orthopedics,morning,29,16,0,55.2,0
2026-01-04,Sunday,1,Orthopedics,afternoon,29,16,2,55.2,2
2026-01-04,Sunday,1,Orthopedics,night,29,18,1,62.1,0
2026-01-04,Sunday,1,Neurology,morning,17,10,1,58.8,0
2026-01-04,Sunday,1,Neurology,afternoon,17,10,0,58.8,0
2026-01-04,Sunday,1,Neurology,night,17,10,2,58.8,0
2026-01-04,Sunday,1,Oncology,morning,23,14,2,60.9,0
2026-01-04,Sunday,1,Oncology,afternoon,23,13,1,56.5,0
2026-01-04,Sunday,1,Oncology,night,23,14,1,60.9,2
2026-01-05,Monday,0,ICU,morning,21,14,1,66.7,2
2026-01-05,Monday,0,ICU,afternoon,21,15,1,71.4,0
2026-01-05,Monday,0,ICU,night,21,12,0,57.1,0
2026-01-05,Monday,0,General,morning,28,19,2,67.9,0
2026-01-05,Monday,0,General,afternoon,28,19,0,67.9,0
2026-01-05,Monday,0,General,night,28,15,0,53.6,0
2026-01-05,Monday,0,Emergency,morning,25,17,0,68.0,0
2026-01-05,Monday,0,Emergency,afternoon,25,17,1,68.0,0
2026-01-05,Monday,0,Emergency,night,25,15,0,60.0,0
2026-01-05,Monday,0,Pediatrics,morning,25,17,2,68.0,0
2026-01-05,Monday,0,Pediatrics,afternoon,25,19,2,76.0,0
2026-01-05,Monday,0,Pediatrics,night,25,15,1,60.0,0
2026-01-05,Monday,0,Maternity,morning,21,15,0,71.4,0
2026-01-05,Monday,0,Maternity,afternoon,21,15,0,71.4,2
2026-01-05,Monday,0,Maternity,night,21,12,0,57.1,0
2026-01-05,Monday,0,Surgery,morning,25,17,1,68.0,2
2026-01-05,Monday,0,Surgery,afternoon,25,18,2,72.0,0
2026-01-05,Monday,0,Surgery,night,25,13,0,52.0,0
2026-01-05,Monday,0,Cardiology,morning,17,12,0,70.6,0
2026-01-05,Monday,0,Cardiology,afternoon,17,11,2,64.7,0
2026-01-05,Monday,0,Cardiology,night,17,10,0,58.8,4
2026-01-05,Monday,0,Orthopedics,morning,29,20,2,69.0,4
2026-01-05,Monday,0,Orthopedics,afternoon,29,20,0,69.0,0
2026-01-05,Monday,0,Orthopedics,night,29,16,2,55.2,0
2026-01-05,Monday,0,Neurology,morning,17,11,2,64.7,0
2026-01-05,Monday,0,Neurology,afternoon,17,12,2,70.6,0
2026-01-05,Monday,0,Neurology,night,17,10,2,58.8,0
2026-01-05,Monday,0,Oncology,morning,23,17,1,73.9,0
2026-01-05,Monday,0,Oncology,afternoon,23,17,0,73.9,2
2026-01-05,Monday,0,Oncology,night,23,13,2,56.5,0
2026-01-06,Tuesday,0,ICU,morning,21,15,0,71.4,0
2026-01-06,Tuesday,0,ICU,afternoon,21,14,1,66.7,0
2026-01-06,Tuesday,0,ICU,night,21,12,1,57.1,0
2026-01-06,Tuesday,0,General,morning,28,21,1,75.0,0
2026-01-06,Tuesday,0,General,afternoon,28,21,1,75.0,0
2026-01-06,Tuesday,0,General,night,28,17,1,60.7,0
2026-01-06,Tuesday,0,Emergency,morning,25,19,2,76.0,0
2026-01-06,Tuesday,0,Emergency,afternoon,25,18,2,72.0,0
2026-01-06,Tuesday,0,Emergency,night,25,15,2,60.0,0
2026-01-06,Tuesday,0,Pediatrics,morning,25,17,2,68.0,0
2026-01-06,Tuesday,0,Pediatrics,afternoon,25,19,2,76.0,0
2026-01-06,Tuesday,0,Pediatrics,night,25,14,2,56.0,4
2026-01-06,Tuesday,0,Maternity,morning,21,14,0,66.7,2
2026-01-06,Tuesday,0,Maternity,afternoon,21,16,0,76.2,0
2026-01-06,Tuesday,0,Maternity,night,21,13,1,61.9,0
2026-01-06,Tuesday,0,Surgery,morning,25,19,1,76.0,0
2026-01-06,Tuesday,0,Surgery,afternoon,25,18,0,72.0,0
2026-01-06,Tuesday,0,Surgery,night,25,14,2,56.0,0
2026-01-06,Tuesday,0,Cardiology,morning,17,12,0,70.6,0
2026-01-06,Tuesday,0,Cardiology,afternoon,17,13,2,76.5,0
2026-01-06,Tuesday,0,Cardiology,night,17,9,1,52.9,0
2026-01-06,Tuesday,0,Orthopedics,morning,29,23,1,79.3,4
2026-01-06,Tuesday,0,Orthopedics,afternoon,29,20,1,69.0,0
2026-01-06,Tuesday,0,Orthopedics,night,29,17,0,58.6,0
2026-01-06,Tuesday,0,Neurology,morning,17,12,1,70.6,0
2026-01-06,Tuesday,0,Neurology,afternoon,17,12,1,70.6,2
2026-01-06,Tuesday,0,Neurology,night,17,10,0,58.8,0
2026-01-06,Tuesday,0,Oncology,morning,23,18,0,78.3,0
2026-01-06,Tuesday,0,Oncology,afternoon,23,18,1,78.3,0
2026-01-06,Tuesday,0,Oncology,night,23,13,1,56.5,0
2026-01-07,Wednesday,0,ICU,morning,21,15,0,71.4,0
2026-01-07,Wednesday,0,ICU,afternoon,21,15,2,71.4,0
2026-01-07,Wednesday,0,ICU,night,21,12,2,57.1,0
2026-01-07,Wednesday,0,General,morning,28,20,2,71.4,0
2026-01-07,Wednesday,0,General,afternoon,28,19,0,67.9,2
2026-01-07,Wednesday,0,General,night,28,16,1,57.1,0
2026-01-07,Wednesday,0,Emergency,morning,25,19,0,76.0,0
2026-01-07,Wednesday,0,Emergency,afternoon,25,19,1,76.0,0
2026-01-07,Wednesday,0,Emergency,night,25,14,0,56.0,2
2026-01-07,Wednesday,0,Pediatrics,morning,25,19,2,76.0,0
2026-01-07,Wednesday,0,Pediatrics,afternoon,25,18,1,72.0,0
2026-01-07,Wednesday,0,Pediatrics,night,25,15,1,60.0,0
2026-01-07,Wednesday,0,Maternity,morning,21,14,0,66.7,2
2026-01-07,Wednesday,0,Maternity,afternoon,21,16,0,76.2,0
